placeDcid,placeName,Date:Count_Person_BelowPovertyLevelInThePast12Months,Value:Count_Person_BelowPovertyLevelInThePast12Months,Source:Count_Person_BelowPovertyLevelInThePast12Months
geoId/08051,Gunnison County,2022,1746,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08053,Hinsdale County,2022,67,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08055,Huerfano County,2022,1390,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08057,Jackson County,2022,299,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08059,Jefferson County,2022,38194,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08061,Kiowa County,2022,210,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08063,Kit Carson County,2022,652,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08065,Lake County,2022,527,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08067,La Plata County,2022,6185,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08069,Larimer County,2022,40057,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08071,Las Animas County,2022,2627,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08073,Lincoln County,2022,485,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08075,Logan County,2022,2332,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08077,Mesa County,2022,17446,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08079,Mineral County,2022,89,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08081,Moffat County,2022,1947,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08083,Montezuma County,2022,3231,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08085,Montrose County,2022,4904,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08087,Morgan County,2022,3662,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08089,Otero County,2022,4350,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08091,Ouray County,2022,239,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08093,Park County,2022,1185,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08095,Phillips County,2022,612,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08097,Pitkin County,2022,1150,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08099,Prowers County,2022,2037,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08101,Pueblo County,2022,27274,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08103,Rio Blanco County,2022,799,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08105,Rio Grande County,2022,1151,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08107,Routt County,2022,1965,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08109,Saguache County,2022,1123,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08111,San Juan County,2022,132,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08113,San Miguel County,2022,682,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08115,Sedgwick County,2022,379,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08117,Summit County,2022,2275,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08119,Teller County,2022,1727,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08121,Washington County,2022,446,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08123,Weld County,2022,31432,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08125,Yuma County,2022,1355,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/09110,Capitol Planning Region,2022,101370,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/09120,Greater Bridgeport Planning Region,2022,42156,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/09130,Lower Connecticut River Valley Planning Region,2022,10964,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/09140,Naugatuck Valley Planning Region,2022,45555,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/09150,Northeastern Connecticut Planning Region,2022,8356,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/09160,Northwest Hills Planning Region,2022,10462,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/09170,South Central Connecticut Planning Region,2022,64563,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/09180,Southeastern Connecticut Planning Region,2022,26614,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/09190,Western Connecticut Planning Region,2022,45652,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/10001,Kent County,2022,21850,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/10003,New Castle County,2022,58355,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/10005,Sussex County,2022,27585,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/11001,District of Columbia,2022,98039,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12001,Alachua County,2022,53070,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12003,Baker County,2022,3398,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12005,Bay County,2022,21755,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12007,Bradford County,2022,4352,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12009,Brevard County,2022,60927,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12011,Broward County,2022,238880,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12013,Calhoun County,2022,2374,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12015,Charlotte County,2022,19490,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12017,Citrus County,2022,22833,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12019,Clay County,2022,20352,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12021,Collier County,2022,39131,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12023,Columbia County,2022,10196,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12027,DeSoto County,2022,8601,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12029,Dixie County,2022,2445,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12031,Duval County,2022,139341,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12033,Escambia County,2022,44874,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12035,Flagler County,2022,11382,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12037,Franklin County,2022,2325,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12039,Gadsden County,2022,10460,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12041,Gilchrist County,2022,2115,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12043,Glades County,2022,2382,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12045,Gulf County,2022,1522,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12047,Hamilton County,2022,2822,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12049,Hardee County,2022,6731,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12051,Hendry County,2022,8729,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12053,Hernando County,2022,24134,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12055,Highlands County,2022,15742,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12057,Hillsborough County,2022,197369,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12059,Holmes County,2022,2949,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12061,Indian River County,2022,18221,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12063,Jackson County,2022,7787,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12065,Jefferson County,2022,2414,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12067,Lafayette County,2022,1306,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12069,Lake County,2022,36977,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12071,Lee County,2022,89142,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12073,Leon County,2022,53940,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12075,Levy County,2022,6718,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12077,Liberty County,2022,1375,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12079,Madison County,2022,3611,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12081,Manatee County,2022,40670,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12083,Marion County,2022,52923,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12085,Martin County,2022,16391,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12086,Miami-Dade County,2022,403997,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12087,Monroe County,2022,9480,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12089,Nassau County,2022,8343,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12091,Okaloosa County,2022,20998,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12093,Okeechobee County,2022,7113,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12095,Orange County,2022,187454,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12097,Osceola County,2022,52441,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12099,Palm Beach County,2022,166938,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12101,Pasco County,2022,66197,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12103,Pinellas County,2022,107865,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12105,Polk County,2022,106728,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12107,Putnam County,2022,16506,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12109,St. Johns County,2022,18720,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12111,St. Lucie County,2022,41337,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12113,Santa Rosa County,2022,16407,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12115,Sarasota County,2022,35122,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12117,Seminole County,2022,44796,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12119,Sumter County,2022,11443,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12121,Suwannee County,2022,5999,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12123,Taylor County,2022,2777,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12125,Union County,2022,1656,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12127,Volusia County,2022,66328,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12129,Wakulla County,2022,1888,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12131,Walton County,2022,7898,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12133,Washington County,2022,5046,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13001,Appling County,2022,4577,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13003,Atkinson County,2022,2266,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13005,Bacon County,2022,2278,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13007,Baker County,2022,666,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13009,Baldwin County,2022,8864,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13011,Banks County,2022,2411,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13013,Barrow County,2022,8009,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13015,Bartow County,2022,11700,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13017,Ben Hill County,2022,4442,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13019,Berrien County,2022,4167,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13021,Bibb County,2022,37641,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13023,Bleckley County,2022,1906,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13025,Brantley County,2022,2933,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13027,Brooks County,2022,4277,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13029,Bryan County,2022,3200,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13031,Bulloch County,2022,16576,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13033,Burke County,2022,4150,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13035,Butts County,2022,3612,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13037,Calhoun County,2022,1007,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13039,Camden County,2022,8638,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13043,Candler County,2022,1947,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13045,Carroll County,2022,19641,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13047,Catoosa County,2022,6012,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13049,Charlton County,2022,2381,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13051,Chatham County,2022,39871,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13053,Chattahoochee County,2022,908,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13055,Chattooga County,2022,4593,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13057,Cherokee County,2022,17662,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13059,Clarke County,2022,31528,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13061,Clay County,2022,720,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13063,Clayton County,2022,49313,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13065,Clinch County,2022,2149,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13067,Cobb County,2022,62536,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
